Line	Spkr	StTime	Content	EnTime
1298	DCB_se1_ag2_f_02	1931.9487	(pause 0.43)	1932.3790
1299	DCB_se1_ag2_f_02	1932.3790	But I think her and my mom had a falling out,	1934.8346
1300	DCB_se1_ag2_f_02	1934.8346	(pause 0.65)	1935.4855
1301	DCB_se1_ag2_f_02	1935.4855	cause it was like, /RD-NAME-3/ wanted to do something, my mom was like, no,	1938.6059
1302	DCB_se1_ag2_f_02	1938.6059	(pause 0.35)	1938.9514
1303	DCB_se1_ag2_f_02	1938.9514	we can't do that because-	1940.3719
1304	DCB_se1_ag2_f_02	1940.3719	(pause 0.20)	1940.5709
1305	DCB_se1_ag2_f_02	1940.5709	I don't know why they couldn't do it but she was just like, no, so /RD-NAME-3/ was like, I'm just gonna start my own.	1944.2176
1306	DCB_se1_ag2_f_02	1944.2176	(pause 0.39)	1944.6038
1307	DCB_se1_ag2_f_02	1944.6038	So it was like, okay.	1945.5737
1308	DCB_se1_ag2_f_02	1945.5737	(pause 0.21)	1945.7877
1309	DCB_se1_ag2_f_02	1945.7877	I guess I'll just go along with you then, like,	1948.3486
1310	DCB_se1_ag2_f_02	1948.3486	(pause 0.40)	1948.7466
1311	DCB_se1_ag2_f_02	1948.7466	help you do you. And b- it wasn't like no shade to my mom or nothing.	1952.0071
1312	DCB_se1_ag2_f_02	1952.0071	(pause 0.23)	1952.2399
1313	DCB_se1_ag2_f_02	1952.2399	But it's just like, I still wanted to be a mentor you know, we- we can do /??/ a later time in life, /like/ now.	1956.7689
1314	DCB_se1_ag2_f_02	1956.7689	(pause 0.29)	1957.0587
1315	DCB_se1_ag2_f_02	1957.0587	/RD-NAME-3/ wanted to do her own	1958.5119
1316	DCB_se1_ag2_f_02	1958.5119	(pause 0.35)	1958.8611
1317	DCB_se1_ag2_f_02	1958.8611	mentoring route, I'm still gonna support. So we ended up /doing/ um,	1961.9101
1318	DCB_se1_ag2_f_02	1961.9101	(pause 0.17)	1962.0829
1319	DCB_se1_ag2_f_02	1962.0829	mentoring.	1962.7224
1320	DCB_se1_ag2_f_02	1962.7224	(pause 0.30)	1963.0190
1321	DCB_se1_ag2_f_02	1963.0190	I had two young ladies, /RD-NAME-2/ and /RD-NAME-2/.	1965.9014
1322	DCB_se1_ag2_f_02	1965.9014	(pause 0.72)	1966.6200
1323	DCB_se1_ag2_f_02	1966.6200	/RD-NAME-2/ was seventeen at the time, and /RD-NAME-2/ was like, thirteen.	1969.2510
1324	DCB_se1_ag2_f_02	1969.2510	(pause 0.72)	1969.9706
1325	DCB_se1_ag2_f_02	1969.9706	Like thirteen at the time.	1971.3186
1326	DCB_se1_ag2_f_02	1971.3186	(pause 0.77)	1972.0922
1327	DCB_se1_ag2_f_02	1972.0922	<ts>	1972.1710
1328	DCB_se1_ag2_f_02	1972.1710	(pause 0.61)	1972.7793
1329	DCB_se1_ag2_f_02	1972.7793	Um, I didn't spend that much time with /RD-NAME-2/ but I spent more time with /RD-NAME-2/.	1976.4035
1330	DCB_se1_ag2_f_02	1976.4035	(pause 1.08)	1977.4854
1331	DCB_se1_ag2_f_02	1977.4854	I don't know why cause I thought I would	1979.0550
1332	DCB_se1_ag2_f_02	1979.0550	(pause 0.29)	1979.3491
1333	DCB_se1_ag2_f_02	1979.3491	connect more with the seventeen year old but I connected more with the thirteen year old.	1982.7173
1334	DCB_se1_ag2_f_02	1982.7173	(pause 0.44)	1983.1604
1335	DCB_se1_ag2_f_02	1983.1604	But then I eventually fell off, like I don't even to talk to her anymore.	1986.1859
1336	DCB_int_01	1986.9691	To either of them?	1987.6784
1337	DCB_se1_ag2_f_02	1987.8665	No.	1988.2645
1338	DCB_int_01	1988.6663	Oh, okay.	1989.2383
1339	DCB_se1_ag2_f_02	1989.9179	But I- I plan to start back talking to /RD-NAME-2/ though, I need- I need to do better with that.	1993.9770
1340	DCB_se1_ag2_f_02	1993.9770	(pause 1.14)	1995.1147
1341	DCB_se1_ag2_f_02	1995.1147	It just- I don't know, when life-	1996.9716
1342	DCB_se1_ag2_f_02	1996.9716	(pause 0.28)	1997.2562
1343	DCB_se1_ag2_f_02	1997.2562	I'm one of those people when life does hit, like I'm not gonna be sad or none of that but I'm more of a like- I just	2001.5675
1344	DCB_se1_ag2_f_02	2001.5675	(pause 0.11)	2001.6770
1345	DCB_se1_ag2_f_02	2001.6770	distance myself from everybody.	2003.1639
1346	DCB_se1_ag2_f_02	2003.1639	(pause 0.63)	2003.7985
1347	DCB_se1_ag2_f_02	2003.7985	So.	2004.1972
1348	DCB_se1_ag2_f_02	2004.1972	(pause 0.87)	2005.0640
1349	DCB_se1_ag2_f_02	2005.0640	I just have to stop doing that.	2006.1454
1350	DCB_se1_ag2_f_02	2006.1454	(pause 0.67)	2006.8138
1351	DCB_se1_ag2_f_02	2006.8138	You won't see me sad or crying all that, I'm just like, hey.	2009.5444
1352	DCB_se1_ag2_f_02	2009.5444	(pause 0.23)	2009.7701
1353	DCB_se1_ag2_f_02	2009.7701	You see me now then you won't see me again 'til like six months later.	2012.2183
1354	DCB_se1_ag2_f_02	2012.2183	(pause 0.95)	2013.1657
1355	DCB_se1_ag2_f_02	2013.1657	So.	2013.4844
1356	DCB_se1_ag2_f_02	2013.4844	(pause 0.26)	2013.7440
1357	DCB_se1_ag2_f_02	2013.7440	[<laugh>]	2014.4161
1358	DCB_int_01	2014.2659	[Is] that your- that's the way you cope, you just [kind of-]	2016.0991
1359	DCB_se1_ag2_f_02	2015.6816	[Yeah], I just- yeah.	2017.2882
1360	DCB_int_01	2018.1899	So tell me about	2019.3513
1361	DCB_int_01	2019.3513	(pause 0.23)	2019.5766
1362	DCB_int_01	2019.5766	<clears throat> some times with your-	2021.3900
1363	DCB_int_01	2021.3900	(pause 0.26)	2021.6531
1364	DCB_int_01	2021.6531	your- your little boy, I see the Disney World [picture on] the table.	2025.4656
1365	DCB_se1_ag2_f_02	2024.0124	[<laugh>]	2024.7057
1366	DCB_int_01	2025.5857	How was that experience?	2027.0014
1367	DCB_se1_ag2_f_02	2026.9938	It was amazing because, um, I've never had those experience as a child like,	2031.8952
1368	DCB_se1_ag2_f_02	2032.3571	my mom say I went	2033.5745
1369	DCB_se1_ag2_f_02	2033.5745	(pause 0.10)	2033.6788
1370	DCB_se1_ag2_f_02	2033.6788	to Disney World but it-	2035.2334
1371	DCB_se1_ag2_f_02	2035.2334	(pause 0.70)	2035.9292
1372	DCB_se1_ag2_f_02	2035.9292	I don't remember, I don't have pictures of that. So I can't [say like-]	2038.7905
1373	DCB_int_01	2038.1935	[Show me the pictures.]	2039.1472
1374	DCB_se1_ag2_f_02	2039.3312	Yeah I don't- I can't say like I have, so to be able to take my kids there was amazing.	2044.6396
1375	DCB_se1_ag2_f_02	2044.6396	(pause 0.24)	2044.8785
1376	DCB_se1_ag2_f_02	2044.8785	Also to take him there.	2046.1739
1377	DCB_se1_ag2_f_02	2046.1739	(pause 0.28)	2046.4556
1378	DCB_se1_ag2_f_02	2046.4556	Although he-	2047.2152
1379	DCB_se1_ag2_f_02	2047.2152	(pause 0.39)	2047.6095
1380	DCB_se1_ag2_f_02	2047.6095	he financed some and I financed some but it's like he had never been anywhere like ever	2051.7099
1381	DCB_se1_ag2_f_02	2051.7099	(pause 0.13)	2051.8350
1382	DCB_se1_ag2_f_02	2051.8350	in his life so it was like,	2053.1417
1383	DCB_se1_ag2_f_02	2053.1417	(pause 0.47)	2053.6148
1384	DCB_se1_ag2_f_02	2053.6148	oh let's go to Disney. And all three of their birthdays are in October.	2056.3209
1385	DCB_se1_ag2_f_02	2056.3209	(pause 0.56)	2056.8817
1386	DCB_se1_ag2_f_02	2056.8817	So it was just like, okay this y'all birthday gift, we're going to go to Disney World, stuff like that. So it was just amazing like to see him, his mom called me and was like,	2063.0935
1387	DCB_se1_ag2_f_02	2063.0935	(pause 0.27)	2063.3650
1388	DCB_se1_ag2_f_02	2063.3650	I'm so glad you was able to take him, my kids was like, this is amazing, their first time on a plane.	2068.0700
1389	DCB_se1_ag2_f_02	2068.0700	(pause 0.36)	2068.4268
1390	DCB_se1_ag2_f_02	2068.4268	I was like, I wanna give my kids the life, like, I feel- <laugh>	2071.6872
1391	DCB_se1_ag2_f_02	2071.6872	(pause 0.29)	2071.9801
1392	DCB_se1_ag2_f_02	2071.9801	I feel great.	2072.9299
1393	DCB_se1_ag2_f_02	2072.9299	(pause 0.50)	2073.4258
1394	DCB_se1_ag2_f_02	2073.4258	And so, um,	2074.6658
1395	DCB_se1_ag2_f_02	2074.6658	(pause 1.00)	2075.6649
1396	DCB_se1_ag2_f_02	2075.6649	yeah that was-	2076.1906
1397	DCB_se1_ag2_f_02	2076.1906	(pause 0.14)	2076.3333
1398	DCB_se1_ag2_f_02	2076.3333	th-	2076.5398
1399	DCB_se1_ag2_f_02	2076.5398	(pause 0.14)	2076.6750
1400	DCB_se1_ag2_f_02	2076.6750	I don't know, Disney World was amazing.	2078.1699
1401	DCB_se1_ag2_f_02	2078.1699	(pause 0.12)	2078.2934
1402	DCB_se1_ag2_f_02	2078.2934	It was just like,	2079.0556
1403	DCB_se1_ag2_f_02	2079.0556	(pause 1.17)	2080.2208
1404	DCB_se1_ag2_f_02	2080.2208	my kids' expectations now is just like,	2082.4362
1405	DCB_se1_ag2_f_02	2082.4362	(pause 0.58)	2083.0145
1406	DCB_se1_ag2_f_02	2083.0145	through the roof. Like, I'm like, /oh my god/, I don't make that much money, like, we can't do all that,	2088.1187
1407	DCB_se1_ag2_f_02	2088.1187	(pause 0.15)	2088.2726
1408	DCB_se1_ag2_f_02	2088.2726	so.	2088.6766
1409	DCB_se1_ag2_f_02	2088.6766	(pause 0.71)	2089.3841
1410	DCB_se1_ag2_f_02	2089.3841	Yeah.	2089.8548
1411	DCB_se1_ag2_f_02	2089.8548	(pause 0.63)	2090.4805
1412	DCB_se1_ag2_f_02	2090.4805	Now- now though,	2091.8323
1413	DCB_se1_ag2_f_02	2091.8323	(pause 0.65)	2092.4793
1414	DCB_se1_ag2_f_02	2092.4793	although I took a lot of trips with my friends which I- I'm- I'm now ready to take my mom on trips.	2097.3045
1415	DCB_se1_ag2_f_02	2097.3045	(pause 0.30)	2097.6005
1416	DCB_se1_ag2_f_02	2097.6005	Cause she ain't really been no where.	2099.2125
1417	DCB_int_01	2099.4693	Your [m- so she's] better now?	2100.8472
1418	DCB_se1_ag2_f_02	2099.5774	[So.]	2100.2054
1419	DCB_se1_ag2_f_02	2101.0073	<ts> She's better but she's not like	2103.1002
1420	DCB_se1_ag2_f_02	2103.1002	(pause 0.58)	2103.6765
1421	DCB_se1_ag2_f_02	2103.6765	the mother I remember. She's- she's able to do things on her own but it's like she's not the same.	2108.4279
1422	DCB_int_01	2109.1002	[Mm.]	2109.4844
1423	DCB_se1_ag2_f_02	2109.3203	[Yeah] and so it's like	2110.7963
1424	DCB_se1_ag2_f_02	2111.2652	I really only had a mother up until seventeen.	2113.4315
1425	DCB_se1_ag2_f_02	2113.4315	(pause 0.36)	2113.7916
1426	DCB_se1_ag2_f_02	2113.7916	That's what I feel like.	2114.6276
1427	DCB_se1_ag2_f_02	2114.6276	(pause 0.30)	2114.9322
1428	DCB_se1_ag2_f_02	2114.9322	So.	2115.3043
1429	DCB_int_01	2116.8971	But	2117.2492
1430	DCB_int_01	2117.2492	(pause 0.17)	2117.4173
1431	DCB_int_01	2117.4173	you're getting back to that relationship and- and [just-]	2119.8925
1432	DCB_se1_ag2_f_02	2119.7196	[The relationship] never went anywhere but [it's like]	2122.1567
1433	DCB_int_01	2121.3483	[Oh okay.]	2121.8257
1434	DCB_se1_ag2_f_02	2122.6610	I can't go to my mother, like I talk to my m- mother but you can't- I can't go to-	2126.2238
1435	DCB_se1_ag2_f_02	2126.2238	(pause 0.31)	2126.5360
1436	DCB_se1_ag2_f_02	2126.5360	It's-	2126.8120
1437	DCB_se1_ag2_f_02	2126.8120	(pause 0.18)	2126.9922
1438	DCB_se1_ag2_f_02	2126.9922	it's hard to explain like I can't go to my mother and be like,	2129.6229
1439	DCB_se1_ag2_f_02	2129.6229	(pause 0.39)	2130.0176
1440	DCB_se1_ag2_f_02	2130.0176	ma help me, I- it-	2131.6516
1441	DCB_se1_ag2_f_02	2131.6516	(pause 0.82)	2132.4719
1442	DCB_se1_ag2_f_02	2132.4719	I can't- you remember how my mom used to be and it's just- it's just-	2135.4578
1443	DCB_se2_ag2_f_01	2135.8135	You like the mother.	2136.7921
1444	DCB_se1_ag2_f_02	2136.7921	I'm like the mother, like yeah [it's just like] she comes to me more than I can come to her and it's just like, even if I come to her it's just not-	2143.2314
1445	DCB_int_01	2138.4519	[Mm-hm.]	2139.0306
1446	DCB_se1_ag2_f_02	2143.4515	and although she would love love love love love to help me it's just like she's not in a place where-	2147.5300
1447	DCB_se1_ag2_f_02	2147.5300	(pause 0.32)	2147.8535
1448	DCB_se1_ag2_f_02	2147.8535	And it's not even just financially it's just anything like,	2150.5560
1449	DCB_se1_ag2_f_02	2150.5560	(pause 0.13)	2150.6840
1450	DCB_se1_ag2_f_02	2150.6840	she's not in a place to	2151.6645
1451	DCB_se1_ag2_f_02	2151.6645	(pause 0.20)	2151.8686
1452	DCB_se1_ag2_f_02	2151.8686	do that.	2152.3859
1453	DCB_int_01	2152.9451	How about you and your siblings, are y'all close?	2154.6064
1454	DCB_se1_ag2_f_02	2155.2514	Uh, we're getting closer	2156.7961
1455	DCB_se1_ag2_f_02	2156.7961	(pause 0.52)	2157.3163
1456	DCB_se1_ag2_f_02	2157.3163	now, [yeah.]	2158.2248
1457	DCB_int_01	2157.7405	[Mm.]	2158.1647
1458	DCB_int_01	2159.4653	So what do you like to- to do besides- okay, so I know you like to kind of hang out with your [girls],	2166.1712
1459	DCB_se1_ag2_f_02	2165.6094	[Mm-hm.	2166.0894
1460	DCB_int_01	2166.4338	um, and that may be your thing, what's- is that your favorite thing to do?	2169.8406
1461	DCB_se1_ag2_f_02	2170.6249	Not hang out, it was- it's more traveling with them.	2173.5378
1462	DCB_int_01	2173.8877	Mkay.	2174.3159
1463	DCB_se1_ag2_f_02	2174.2799	Like I'm not- I mean hanging out is fun but I'm more of like I wanna see new things, I wanna do new things and stuff like that,	2179.8181
1464	DCB_se1_ag2_f_02	2180.0144	and /RD-NAME-3/ is actually one of the people- well is the person who introduced me to traveling, so.	2184.2658
1465	DCB_se1_ag2_f_02	2184.2658	(pause 0.23)	2184.4950
1466	DCB_se1_ag2_f_02	2184.4950	I'm more of like I just wanna get up and go,	2186.4050
1467	DCB_se1_ag2_f_02	2186.4050	(pause 0.32)	2186.7201
1468	DCB_se1_ag2_f_02	2186.7201	like-	2187.0987
1469	DCB_int_01	2187.0842	So where's been your best trip?	2188.4016
1470	DCB_se1_ag2_f_02	2190.4430	See I w- <laugh>	2191.9357
1471	DCB_se1_ag2_f_02	2191.9357	(pause 0.26)	2192.1918
1472	DCB_se1_ag2_f_02	2192.1918	/RD-NAME-3/ probably don't understand this but I'm one of them people like,	2195.0251
1473	DCB_se1_ag2_f_02	2195.0251	(pause 0.34)	2195.3613
1474	DCB_se1_ag2_f_02	2195.3613	I'm a daredevil.	2196.4110
1475	DCB_se1_ag2_f_02	2196.4110	(pause 0.15)	2196.5631
1476	DCB_se1_ag2_f_02	2196.5631	Like so, if I'm doing something and it's half- it's like near	2200.6289
1477	DCB_se1_ag2_f_02	2200.6289	(pause 1.04)	2201.6654
1478	DCB_se1_ag2_f_02	2201.6654	death experience and then we make it through it,	2204.0758
1479	DCB_se1_ag2_f_02	2204.0758	(pause 0.68)	2204.7601
1480	DCB_se1_ag2_f_02	2204.7601	oh my god like that was the best time of my life [like, it's- <laugh> like-]	2209.7602
1481	DCB_int_01	2207.2972	[<laugh>]	2208.5399
1482	DCB_se2_ag2_f_01	2207.8895	[Wow.]	2208.9549
1483	DCB_se1_ag2_f_04	2208.2589	[She's crazy.]	2209.0673
1484	DCB_int_01	2209.2234	[I love it.]	2209.9887
1485	DCB_se1_ag2_f_04	2209.8396	[/inaudible/ I ain't do nothing/ I'm [scary.]	2212.5756
1486	DCB_se1_ag2_f_02	2210.1838	[Right?]	2210.6905
1487	DCB_se2_ag2_f_01	2210.2078	[/inaudible/]	2211.9326
1488	DCB_se1_ag2_f_02	2211.2363	[My- <laugh>]	2211.8326
1489	DCB_se1_ag2_f_02	2212.5289	Huh.	2212.9556
1490	DCB_se1_ag2_f_02	2213.1892	[So the be- and it didn't happen to me] but I was able to witness was- having to /call to Maryland/ because /RD-NAME-3/ almost died. <laugh>	2220.0216
1491	DCB_se2_ag2_f_01	2213.2052	[/inaudible/]	2215.2445
1492	DCB_se2_ag2_f_01	2215.2445	(pause 4.51)	2219.7575
1493	DCB_se2_ag2_f_01	2219.7575	[Oh. <laugh>]	2221.7996
1494	DCB_se1_ag2_f_02	2220.3950	[<laugh>]	2220.7483
1495	DCB_se1_ag2_f_02	2222.1198	[<laugh>]	2223.3584
1496	DCB_se2_ag2_f_01	2222.1278	[Hey,]	2222.7825
1497	DCB_se2_ag2_f_01	2222.7825	(pause 0.18)	2222.9602
1498	DCB_se2_ag2_f_01	2222.9602	[we're] on a banana boat.	2224.3288
1499	DCB_se1_ag2_f_02	2224.2768	<laugh>	2224.9141
1500	DCB_se1_ag2_f_04	2224.9611	Wait, whatchu talking about?	2225.9930
1501	DCB_se1_ag2_f_02	2225.9783	[<laugh>]	2226.7579
1502	DCB_se2_ag2_f_01	2226.3457	[<laugh>]	2228.8161
1503	DCB_se1_ag2_f_04	2227.7956	[Oh yeah, /RD-NAME-3/ almost died.]	2229.1963
1504	DCB_se1_ag2_f_02	2229.2283	<laugh>	2229.6725
1505	DCB_se2_ag2_f_01	2229.5204	[<laugh>]	2230.2127
1506	DCB_se1_ag2_f_04	2229.6085	[I was scared] but /RD-NAME-3/ almost died.	2231.3871
1507	DCB_se1_ag2_f_02	2231.3133	<laugh>	2231.9306
1508	DCB_se1_ag2_f_02	2233.0513	[So- <laugh>]	2233.7396
1509	DCB_se2_ag2_f_01	2233.0553	[So we almost] died in the [/banana boat/.]	2235.4967
1510	DCB_se1_ag2_f_04	2234.5840	[/RD-NAME-3/ went like this.]	2235.8293
1511	DCB_se1_ag2_f_02	2235.3884	[Yes like] it was- okay so we're on a banana boat,	2238.0656
1512	DCB_se1_ag2_f_02	2238.3870	and this guy like,	2239.8975
1513	DCB_se1_ag2_f_02	2239.8975	(pause 0.36)	2240.2598
1514	DCB_se1_ag2_f_02	2240.2598	he's like a big guy he- [you know how the banana boat-]	2242.3848
1515	DCB_se1_ag2_f_04	2241.5204	[/You mean/ big girl?]	2242.5351
1516	DCB_se2_ag2_f_01	2242.3408	[No] but- but look how this girl sit.	2244.1204
1517	DCB_se1_ag2_f_02	2244.2297	[<laugh> So you know how the banana boat is]	2246.3879
1518	DCB_se1_ag2_f_04	2244.2297	[/Yeah, really not scared/.]	2245.7436
1519	DCB_se2_ag2_f_01	2245.7316	[This chair looks scary like it's gonna break.]	2247.5644
1520	DCB_se1_ag2_f_02	2246.5880	[she was in the-]	2247.3786
1521	DCB_se1_ag2_f_02	2247.6445	she was in the back of the m- he was in the back of the banana boat so as we went over waves,	2251.5475
1522	DCB_se1_ag2_f_02	2251.5475	(pause 0.20)	2251.7436
1523	DCB_se1_ag2_f_02	2251.7436	like he like went like all the way up and like all the way down so it made the banana boat tip-	2255.5956
1524	DCB_se1_ag2_f_02	2255.5956	(pause 0.13)	2255.7214
1525	DCB_se1_ag2_f_02	2255.7214	tip [over.]	2256.6081
1526	DCB_se2_ag2_f_01	2256.2697	[We flipped] over so many [times.]	2257.8817
1527	DCB_se1_ag2_f_02	2257.3394	[And so all] of us	2258.4477
1528	DCB_se1_ag2_f_02	2258.8361	landed in the water, it was like in the middle of the ocean,	2261.0828
1529	DCB_se1_ag2_f_02	2261.0828	(pause 0.13)	2261.2092
1530	DCB_se1_ag2_f_02	2261.2092	sea [whatever it is.]	2262.2399
1531	DCB_se2_ag2_f_01	2261.6881	[/??/.]	2262.2307
1532	DCB_se1_ag2_f_02	2262.4601	And we were in the middle of it so I didn't know what was in the water, I just knew we had to get back on this boat,	2266.4846
1533	DCB_se1_ag2_f_02	2266.4846	(pause 0.20)	2266.6812
1534	DCB_se1_ag2_f_02	2266.6812	and I knew the only way to get back on it is you had to be calm.	2269.2434
1535	DCB_se1_ag2_f_02	2269.2434	(pause 0.26)	2269.5055
1536	DCB_se1_ag2_f_02	2269.5055	You know what I'm saying, flip the boat over- <laugh>	2271.5778
1537	DCB_se1_ag2_f_02	2271.5778	(pause 0.61)	2272.1923
1538	DCB_se1_ag2_f_02	2272.1923	flip the boat over and just bounce back on it.	2274.2350
1539	DCB_se1_ag2_f_02	2274.2350	(pause 0.45)	2274.6809
1540	DCB_se1_ag2_f_02	2274.6809	So everyone was able to do that except this one. <laugh>	2277.8883
1541	DCB_se1_ag2_f_04	2276.6050	[<laugh>]	2278.3136
1542	DCB_se1_ag2_f_04	2278.6335	[We had /inaudible/]	2281.6161
1543	DCB_se1_ag2_f_02	2278.8505	/?/	2279.2151
1544	DCB_se1_ag2_f_02	2279.2151	(pause 0.38)	2279.5938
1545	DCB_se1_ag2_f_02	2279.5938	[She was like, I'm drowning. <laugh>]	2281.9477
1546	DCB_se1_ag2_f_02	2282.6290	My life jacket-	2283.7557
1547	DCB_se1_ag2_f_02	2283.7557	(pause 2.15)	2285.9033
1548	DCB_se1_ag2_f_02	2285.9033	And so it was just like,	2287.1473
1549	DCB_se1_ag2_f_02	2287.1473	(pause 0.36)	2287.5087
1550	DCB_se1_ag2_f_02	2287.5087	I was trying so hard to save her	2289.8729
1551	DCB_se1_ag2_f_02	2289.8729	(pause 0.24)	2290.1155
1552	DCB_se1_ag2_f_02	2290.1155	but it was like, I- I can't save you until you wanna save yourself, like,	2293.4982
1553	DCB_se1_ag2_f_02	2293.4982	(pause 0.27)	2293.7717
1554	DCB_se1_ag2_f_02	2293.7717	<laugh> just-	2294.7835
1555	DCB_se1_ag2_f_04	2295.0622	How many times did we get on and get off, three times?	2297.3369
1556	DCB_se1_ag2_f_02	2297.8239	And I- I [tried to get off, I tried /inaudible/]	2300.3220
1557	DCB_se1_ag2_f_04	2298.6240	[We flipped over- one time we flipped] all [the way over.]	2301.7080
1558	DCB_se1_ag2_f_02	2300.8246	[It just- it just] wasn't working for her and this is- after a while I was just like,	2304.0219
1559	DCB_se1_ag2_f_02	2305.4239	this is it for you.	2306.4976
1560	DCB_se1_ag2_f_02	2306.4976	(pause 0.28)	2306.7763
1561	DCB_se1_ag2_f_02	2306.7763	Like, [<laugh>]	2309.0182
1562	DCB_se1_ag2_f_04	2307.1960	[Didn't they pull you back- they pulled her] back in.	2309.5587
1563	DCB_se2_ag2_f_01	2307.4490	[<laugh>]	2308.9821
1564	DCB_se1_ag2_f_02	2309.9732	<laugh>	2310.5772
1565	DCB_se1_ag2_f_04	2310.7681	Oh that thing was terrible, /unintelligible/.	2312.7798
1566	DCB_se2_ag2_f_01	2312.7826	I can't- I was- my life jacket wasn't working.	2315.0641
1567	DCB_se1_ag2_f_04	2316.1588	[/RD-NAME-3/]	2316.7348
1568	DCB_se1_ag2_f_02	2316.3549	[<laugh>]	2317.3099
1569	DCB_se2_ag2_f_01	2316.6543	[No it was over] my head.	2318.2545
1570	DCB_se1_ag2_f_04	2318.2649	[<laugh>]	2319.6342
1571	DCB_se1_ag2_f_02	2318.2700	[<laugh>]	2319.3282
1572	DCB_se2_ag2_f_01	2320.3245	<laugh>	2321.1005
1573	DCB_se2_ag2_f_01	2321.1005	(pause 0.18)	2321.2795
1574	DCB_se2_ag2_f_01	2321.2795	I'm just terrified, I'm just done, like- (laughing)	2323.4542
1575	DCB_se2_ag2_f_01	2323.4542	(pause 0.22)	2323.6762
1576	DCB_se2_ag2_f_01	2323.6762	/unintelligible/	2325.8391
1577	DCB_se1_ag2_f_04	2323.9136	[/RD-NAME-3/ was- the life jacket was like] this and /RD-NAME-3/ head was like [this. <laugh>]	2328.9827
1578	DCB_se2_ag2_f_01	2327.4651	[Yeah so I'm like /a holder] on/ as opposed to trying to get on then someone was like, I hold on like-	2332.3808
1579	DCB_se1_ag2_f_02	2332.7680	No but it was [/really bad/]	2334.0707
1580	DCB_se2_ag2_f_01	2333.4287	[But if I didn't have y'all] I woulda been [dead.]	2334.9754
1581	DCB_se1_ag2_f_02	2334.4973	[like] we had our- the person who drives the banana boat but then he had to call someone else	2339.2220
1582	DCB_se1_ag2_f_04	2339.1136	[<laugh>]	2340.5280
1583	DCB_se1_ag2_f_02	2339.5782	[over there like with] their little jet ski thing like they both trying to get her, I mean it just-	2343.5915
1584	DCB_se1_ag2_f_02	2343.9503	it was just not working like it was just- <laugh>	2346.4488
1585	DCB_se2_ag2_f_01	2347.0130	And [everybody else on] there.	2348.2917
1586	DCB_se1_ag2_f_02	2347.2866	[And she's like-]	2347.9158
1587	DCB_se1_ag2_f_02	2348.3448	[And once again like I'm saying] we're out of the country we don't know what's in this water so I didn't know if a shark was gonna come and eat her up or none of that [so it was just like,]	2355.2935
1588	DCB_se2_ag2_f_01	2348.5358	[Everybody else on.]	2349.4185
1589	DCB_se2_ag2_f_01	2349.4185	(pause 4.83)	2354.2465
1590	DCB_se2_ag2_f_01	2354.2465	[<laugh>]	2355.6612
1591	DCB_se1_ag2_f_02	2355.6351	you need to get back on the boat. But like once she was saved and stuff like that,	2358.7561
1592	DCB_se1_ag2_f_02	2359.4498	<laugh>	2360.6680
1593	DCB_se1_ag2_f_04	2361.1687	You said once she was saved.	2362.9160
1594	DCB_se1_ag2_f_02	2362.9357	it was-	2363.5250
1595	DCB_se1_ag2_f_02	2363.5250	(pause 0.26)	2363.7823
1596	DCB_se1_ag2_f_02	2363.7823	it was fun but it was like that was- [I- I loved it though.]	2366.7254
1597	DCB_se2_ag2_f_01	2365.5322	[/inaudible/]	2367.5802
1598	DCB_se1_ag2_f_02	2367.1943	[I loved] that. And then like this- <laugh>	2369.7955
1599	DCB_int_01	2369.9472	Her [favorite moment was your near death experience.]	2372.1824
1600	DCB_se2_ag2_f_01	2370.0763	[/inaudible/]	2371.1390
1601	DCB_se1_ag2_f_02	2371.1706	[<laugh> Yes it was.]	2373.0988
1602	DCB_se2_ag2_f_01	2372.3424	[What <laugh>] /that's some messed up stuff./	2375.1439
1603	DCB_se1_ag2_f_02	2375.3931	[And-]	2375.8705
1604	DCB_se1_ag2_f_04	2375.3931	[Hey that] thing was funny, I forgot all about that honestly.	2378.7069
1605	DCB_se1_ag2_f_02	2379.0132	[Um],	2379.8359
1606	DCB_se1_ag2_f_04	2379.2920	[That thing was] funny.	2380.3389
1607	DCB_se1_ag2_f_02	2380.7993	that was a good trip, um,	2382.4300
1608	DCB_se1_ag2_f_02	2382.4300	(pause 0.21)	2382.6421
1609	DCB_se1_ag2_f_02	2382.6421	Disney World was good but it's just like that was more for my kids so I didn't do anything for myself, so.	2386.9943
1610	DCB_se1_ag2_f_02	2386.9943	(pause 1.21)	2388.2031
1611	DCB_se1_ag2_f_02	2388.2031	All the trips so I think, uh, /??/ was amazing,	2391.3055
1612	DCB_se1_ag2_f_02	2391.3055	(pause 0.69)	2391.9920
1613	DCB_se1_ag2_f_02	2391.9920	and [Miami.]	2393.2789
1614	DCB_se2_ag2_f_01	2392.6337	[/inaudible/]	2393.5473
1615	DCB_se1_ag2_f_02	2393.6048	<ts>	2393.7442
1616	DCB_se1_ag2_f_02	2393.7442	(pause 0.61)	2394.3526
1617	DCB_se1_ag2_f_02	2394.3526	Miami [was amazing.]	2395.4819
1618	DCB_se1_ag2_f_04	2394.7759	[Oh yeah, I had a ball in Miami too, I forgot about Miami.]	2397.7649
1619	DCB_se2_ag2_f_01	2395.6431	[/inaudible/]	2397.3871
